	gene_short_name
Gm26979	Gm26979
Gm26936	Gm26936
A430106G13Rik	A430106G13Rik
Ptprc	Ptprc
Gm28556	Gm28556
Atp6v1g3	Atp6v1g3
Nek7	Nek7
Gm28501	Gm28501
Gm5833	Gm5833
Lhx9	Lhx9
2310009B15Rik	2310009B15Rik
1700019P21Rik	1700019P21Rik
Dennd1b	Dennd1b
Crb1	Crb1
4933436E23Rik	4933436E23Rik
Gm34816	Gm34816
Zbtb41	Zbtb41
Aspm	Aspm
F13b	F13b
Cfhr1	Cfhr1
Gm4788	Gm4788
Cfhr2	Cfhr2
Cfh	Cfh
Kcnt2	Kcnt2
4930590L20Rik	4930590L20Rik
Cdc73	Cdc73
B3galt2	B3galt2
Glrx2	Glrx2
Trove2	Trove2
Uchl5	Uchl5
Rgs2	Rgs2
Rgs13	Rgs13
Rgs1	Rgs1
Rgs21	Rgs21
Rgs18	Rgs18
Gm29514	Gm29514
Brinp3	Brinp3
Gm15584	Gm15584
Gm29515	Gm29515
Gm29020	Gm29020
Gm29398	Gm29398
Pla2g4a	Pla2g4a
Ptgs2	Ptgs2
Ptgs2os2	Ptgs2os2
Pdc	Pdc
2310030A07Rik	2310030A07Rik
BC003331	BC003331
Tpr	Tpr
Prg4	Prg4
Hmcn1	Hmcn1
Gm20631	Gm20631
Gm29188	Gm29188
C730036E19Rik	C730036E19Rik
Gm10138	Gm10138
Ivns1abp	Ivns1abp
Swt1	Swt1
Trmt1l	Trmt1l
Rnf2	Rnf2
Gm28181	Gm28181
Fam129a	Fam129a
2810414N06Rik	2810414N06Rik
Edem3	Edem3
1700025G04Rik	1700025G04Rik
Gm28610	Gm28610
Tsen15	Tsen15
Colgalt2	Colgalt2
Rgl1	Rgl1
Apobec4	Apobec4
Arpc5	Arpc5
Ncf2	Ncf2
Smg7	Smg7
Nmnat2	Nmnat2
Gm28960	Gm28960
Lamc2	Lamc2
Lamc1	Lamc1
Shcbp1l	Shcbp1l
Dhx9	Dhx9
Npl	Npl
Rgs8	Rgs8
Gm29529	Gm29529
C230024C17Rik	C230024C17Rik
Rgs16	Rgs16
Gm28513	Gm28513
Rnasel	Rnasel
Rgsl1	Rgsl1
Teddm2	Teddm2
Teddm1b	Teddm1b
Teddm1a	Teddm1a
Glul	Glul
Gm29290	Gm29290
Gm29291	Gm29291
Gm28286	Gm28286
A830008E24Rik	A830008E24Rik
Zfp648	Zfp648
4930452N14Rik	4930452N14Rik
4930532M18Rik	4930532M18Rik
Cacna1e	Cacna1e
Gm29282	Gm29282
Gm9530	Gm9530
Ier5	Ier5
Mr1	Mr1
Stx6	Stx6
BC034090	BC034090
Gm37622	Gm37622
Xpr1	Xpr1
Gm5532	Gm5532
Acbd6	Acbd6
Lhx4	Lhx4
Qsox1	Qsox1
Gm37571	Gm37571
Cep350	Cep350
Tor1aip1	Tor1aip1
Tor1aip2	Tor1aip2
Fam163a	Fam163a
Tdrd5	Tdrd5
4930518J20Rik	4930518J20Rik
Nphs2	Nphs2
Axdnd1	Axdnd1
Gm2000	Gm2000
Soat1	Soat1
Gm10031	Gm10031
Abl2	Abl2
Tor3a	Tor3a
Fam20b	Fam20b
Ralgps2	Ralgps2
Angptl1	Angptl1
4930439D14Rik	4930439D14Rik
Gm28694	Gm28694
Tex35	Tex35
Rasal2	Rasal2
BC026585	BC026585
Gm15486	Gm15486
Sec16b	Sec16b
Brinp2	Brinp2
Astn1	Astn1
Gm37679	Gm37679
Pappa2	Pappa2
1600012P17Rik	1600012P17Rik
4930562F17Rik	4930562F17Rik
Rfwd2	Rfwd2
Tnr	Tnr
Gm38039	Gm38039
Gm37294	Gm37294
4930523C07Rik	4930523C07Rik
4930562F07Rik	4930562F07Rik
Tnn	Tnn
Mrps14	Mrps14
Cacybp	Cacybp
Rabgap1l	Rabgap1l
Gm36975	Gm36975
Gm37083	Gm37083
Gm38060	Gm38060
Rc3h1	Rc3h1
Serpinc1	Serpinc1
Zbtb37	Zbtb37
Gm37362	Gm37362
Dars2	Dars2
Gm37634	Gm37634
Cenpl	Cenpl
Klhl20	Klhl20
Ankrd45	Ankrd45
4930469G21Rik	4930469G21Rik
Prdx6	Prdx6
Tnfsf4	Tnfsf4
Tnfsf18	Tnfsf18
Fasl	Fasl
Suco	Suco
Gm31925	Gm31925
4930558K02Rik	4930558K02Rik
Pigc	Pigc
Gm38304	Gm38304
Dnm3	Dnm3
2810442N19Rik	2810442N19Rik
Dnm3os	Dnm3os
Mettl13	Mettl13
Vamp4	Vamp4
Myoc	Myoc
7420461P10Rik	7420461P10Rik
Prrc2c	Prrc2c
Fmo4	Fmo4
Fmo1	Fmo1
Fmo2	Fmo2
Fmo6	Fmo6
Fmo3	Fmo3
Gm37273	Gm37273
Mroh9	Mroh9
Prrx1	Prrx1
Gm20471	Gm20471
Gm26523	Gm26523
Gorab	Gorab
Gm29500	Gm29500
Mettl11b	Mettl11b
Kifap3	Kifap3
Scyl3	Scyl3
BC055324	BC055324
Mettl18	Mettl18
Sele	Sele
Sell	Sell
Selp	Selp
Gm16587	Gm16587
Gm16548	Gm16548
F5	F5
Slc19a2	Slc19a2
Ccdc181	Ccdc181
Blzf1	Blzf1
Nme7	Nme7
Atp1b1	Atp1b1
Gm32391	Gm32391
Gm26685	Gm26685
Gm37754	Gm37754
Gm37853	Gm37853
Gm37184	Gm37184
Gm36945	Gm36945
Dpt	Dpt
Gm32569	Gm32569
Xcl1	Xcl1
1700029M03Rik	1700029M03Rik
4930568G15Rik	4930568G15Rik
Tbx19	Tbx19
Sft2d2	Sft2d2
Tiprl	Tiprl
Gpr161	Gpr161
Dcaf6	Dcaf6
Mpc2	Mpc2
Adcy10	Adcy10
Gm38325	Gm38325
Mpzl1	Mpzl1
Rcsd1	Rcsd1
Gm37073	Gm37073
Creg1	Creg1
Gm36972	Gm36972
Cd247	Cd247
Gm37469	Gm37469
Pou2f1	Pou2f1
Gm26665	Gm26665
Gm37923	Gm37923
Dusp27	Dusp27
Gpa33	Gpa33
Mael	Mael
Ildr2	Ildr2
5330438I03Rik	5330438I03Rik
Gm15853	Gm15853
Tada1	Tada1
Gm15853.1	Gm15853.1
Pogk	Pogk
Gm4846	Gm4846
Gm4847	Gm4847
Fmo9	Fmo9
Gm16701	Gm16701
Gm16701.1	Gm16701.1
Fam78b	Fam78b
Uck2	Uck2
Gm37982	Gm37982
Gm2453	Gm2453
Tmco1	Tmco1
Aldh9a1	Aldh9a1
Mgst3	Mgst3
Lrrc52	Lrrc52
Rxrg	Rxrg
Lmx1a	Lmx1a
Gm20711	Gm20711
Pbx1	Pbx1
Gm37839	Gm37839
Nuf2	Nuf2
Rgs5	Rgs5
Rgs4	Rgs4
Ccdc190	Ccdc190
Hsd17b7	Hsd17b7
3110045C21Rik	3110045C21Rik
Ddr2	Ddr2
Uap1	Uap1
Gm37748	Gm37748
Gm37502	Gm37502
Uhmk1	Uhmk1
4930500M09Rik	4930500M09Rik
Sh2d1b2	Sh2d1b2
Sh2d1b1	Sh2d1b1
Gm7694	Gm7694
Nos1ap	Nos1ap
1700015E13Rik	1700015E13Rik
Olfml2b	Olfml2b
Atf6	Atf6
Dusp12	Dusp12
Gm26620	Gm26620
Fcrlb	Fcrlb
Fcrla	Fcrla
Fcgr2b	Fcgr2b
Gm38204	Gm38204
Gm10522	Gm10522
Fcgr4	Fcgr4
Fcgr3	Fcgr3
Cfap126	Cfap126
Sdhc	Sdhc
Mpz	Mpz
Pcp4l1	Pcp4l1
Nr1i3	Nr1i3
Tomm40l	Tomm40l
Apoa2	Apoa2
Fcer1g	Fcer1g
Ndufs2	Ndufs2
Adamts4	Adamts4
B4galt3	B4galt3
Ppox	Ppox
Usp21	Usp21
Ufc1	Ufc1
Gm20045	Gm20045
Dedd	Dedd
Nit1	Nit1
Pfdn2	Pfdn2
Klhdc9	Klhdc9
Pvrl4	Pvrl4
Arhgap30	Arhgap30
Usf1	Usf1
Tstd1	Tstd1
Gm26641	Gm26641
F11r	F11r
B930036N10Rik	B930036N10Rik
Alyref2	Alyref2
Itln1	Itln1
Cd244	Cd244
Ly9	Ly9
Slamf7	Slamf7
Gm37787	Gm37787
Cd48	Cd48
Slamf1	Slamf1
Cd84	Cd84
Gm10521	Gm10521
Gm37065	Gm37065
Slamf6	Slamf6
Vangl2	Vangl2
Nhlh1	Nhlh1
Ncstn	Ncstn
Copa	Copa
Gm37756	Gm37756
Pex19	Pex19
Dcaf8	Dcaf8
Pea15a	Pea15a
Casq1	Casq1
Gm17224	Gm17224
Atp1a4	Atp1a4
Gm37950	Gm37950
Igsf8	Igsf8
Atp1a2	Atp1a2
Kcnj9	Kcnj9
Gm36937	Gm36937
Kcnj10	Kcnj10
Pigm	Pigm
Slamf9	Slamf9
Igsf9	Igsf9
Tagln2	Tagln2
Cfap45	Cfap45
Vsig8	Vsig8
Slamf8	Slamf8
Fcrl6	Fcrl6
Dusp23	Dusp23
Crp	Crp
Apcs	Apcs
Olfr16	Olfr16
Olfr1408	Olfr1408
Olfr1406	Olfr1406
Olfr218	Olfr218
Olfr1404	Olfr1404
Fcer1a	Fcer1a
Olfr418	Olfr418
Mptx2	Mptx2
Ackr1	Ackr1
Cadm3	Cadm3
Aim2	Aim2
Gm4955	Gm4955
BC094916	BC094916
Pydc4	Pydc4
Pyhin1	Pyhin1
Pydc3	Pydc3
AI607873	AI607873
Ifi204	Ifi204
Mndal	Mndal
Mnda	Mnda
Ifi203	Ifi203
Ifi202b	Ifi202b
Ifi205	Ifi205
Olfr433	Olfr433
Olfr432	Olfr432
Olfr430	Olfr430
Olfr429	Olfr429
Olfr427	Olfr427
Olfr231	Olfr231
Olfr424	Olfr424
Olfr420	Olfr420
Spta1	Spta1
Olfr419	Olfr419
Mptx1	Mptx1
Olfr417	Olfr417
Olfr248	Olfr248
Olfr414	Olfr414
Olfr220	Olfr220
Fmn2	Fmn2
Grem2	Grem2
Rgs7	Rgs7
Gm36307	Gm36307
Fh1	Fh1
Kmo	Kmo
Opn3	Opn3
Chml	Chml
Wdr64	Wdr64
Exo1	Exo1
Gm38100	Gm38100
Pld5	Pld5
Rbm8a2	Rbm8a2
Gm38101	Gm38101
Gm36536	Gm36536
Cep170	Cep170
Gm36992	Gm36992
Sdccag8	Sdccag8
Gm15423	Gm15423
Akt3	Akt3
Gm26801	Gm26801
Zbtb18	Zbtb18
Gm37306	Gm37306
Gm37280	Gm37280
2310043L19Rik	2310043L19Rik
1700016C15Rik	1700016C15Rik
Adss	Adss
Gm16432	Gm16432
Desi2	Desi2
B230369F24Rik	B230369F24Rik
Cox20	Cox20
Gm16586	Gm16586
Gm28062	Gm28062
Hnrnpu	Hnrnpu
Efcab2	Efcab2
Kif26b	Kif26b
Gm16564	Gm16564
Smyd3	Smyd3
Tfb2m	Tfb2m
Cnst	Cnst
Sccpdh	Sccpdh
Gm1305	Gm1305
Ahctf1	Ahctf1
Gm10518	Gm10518
Cdc42bpa	Cdc42bpa
Adck3	Adck3
Gm37336	Gm37336
Psen2	Psen2
Gm31728	Gm31728
Itpkb	Itpkb
6330403A02Rik	6330403A02Rik
Gm37267	Gm37267
Parp1	Parp1
Lin9	Lin9
Mixl1	Mixl1
Acbd3	Acbd3
Gm37768	Gm37768
Gm38293	Gm38293
H3f3a	H3f3a
Gm17275	Gm17275
H3f3aos	H3f3aos
Sde2	Sde2
Lefty2	Lefty2
Pycr2	Pycr2
Lefty1	Lefty1
Tmem63a	Tmem63a
2210411M09Rik	2210411M09Rik
Ephx1	Ephx1
9130409I23Rik	9130409I23Rik
Gm37406	Gm37406
Nvl	Nvl
Cnih4	Cnih4
Wdr26	Wdr26
A430110L20Rik	A430110L20Rik
Cnih3	Cnih3
Ccdc121	Ccdc121
Dnah14	Dnah14
Lbr	Lbr
Gm5533	Gm5533
Enah	Enah
Srp9	Srp9
Vmn1r1	Vmn1r1
Degs1	Degs1
1700047M11Rik	1700047M11Rik
Fbxo28	Fbxo28
Trp53bp2	Trp53bp2
Capn2	Capn2
Gm37885	Gm37885
Capn8	Capn8
Gm37218	Gm37218
Ccdc185	Ccdc185
Susd4	Susd4
Tlr5	Tlr5
Gm38079	Gm38079
Disp1	Disp1
Brox	Brox
Aida	Aida
Mia3	Mia3
Taf1a	Taf1a
Gm37986	Gm37986
Hhipl2	Hhipl2
Gm33973	Gm33973
Gm34068	Gm34068
Gm38108	Gm38108
Dusp10	Dusp10
1700056E22Rik	1700056E22Rik
Gm37223	Gm37223
Gm37712	Gm37712
1700112H15Rik	1700112H15Rik
Gm37800	Gm37800
4930488B22Rik	4930488B22Rik
Hlx	Hlx
Gm34342	Gm34342
Marc1	Marc1
Marc2	Marc2
C130074G19Rik	C130074G19Rik
Mark1	Mark1
Gm38251	Gm38251
Gm34732	Gm34732
4930433J02Rik	4930433J02Rik
Gm37662	Gm37662
Rab3gap2	Rab3gap2
Gm34882	Gm34882
Iars2	Iars2
2010103J01Rik	2010103J01Rik
Bpnt1	Bpnt1
4930532G15Rik	4930532G15Rik
Eprs	Eprs
9630028B13Rik	9630028B13Rik
Gm2061	Gm2061
Slc30a10	Slc30a10
Gm38093	Gm38093
Lyplal1	Lyplal1
Gm37134	Gm37134
A730004F24Rik	A730004F24Rik
Tgfb2	Tgfb2
Gm29491	Gm29491
Rrp15	Rrp15
A430105J06Rik	A430105J06Rik
1700023G09Rik	1700023G09Rik
Gm37912	Gm37912
D1Pas1	D1Pas1
Spata17	Spata17
1700007P06Rik	1700007P06Rik
Gpatch2	Gpatch2
Gm38155	Gm38155
Gm37896	Gm37896
Esrrg	Esrrg
Gm36388	Gm36388
9330162B11Rik	9330162B11Rik
Gm38064	Gm38064
Ush2a	Ush2a
Kctd3	Kctd3
Kcnk2	Kcnk2
A430027H14Rik	A430027H14Rik
Cenpf	Cenpf
Ptpn14	Ptpn14
Gm26574	Gm26574
Gm37422	Gm37422
Smyd2	Smyd2
Prox1	Prox1
Gm28172	Gm28172
Prox1os	Prox1os
Gm29678	Gm29678
Gm30725	Gm30725
Gm30932	Gm30932
Rps6kc1	Rps6kc1
Angel2	Angel2
Vash2	Vash2
Gm31373	Gm31373
Mfsd7b	Mfsd7b
A230020J21Rik	A230020J21Rik
Spata45	Spata45
Tatdn3	Tatdn3
Nsl1	Nsl1
Gm38188	Gm38188
Batf3	Batf3
Gm38161	Gm38161
Fam71a	Fam71a
Atf3	Atf3
D730003I15Rik	D730003I15Rik
Gm37168	Gm37168
Nenf	Nenf
Tmem206	Tmem206
Ppp2r5a	Ppp2r5a
Gm32200	Gm32200
Gm37432	Gm37432
Dtl	Dtl
Ints7	Ints7
Lpgat1	Lpgat1
Gm38037	Gm38037
Nek2	Nek2
1700034H15Rik	1700034H15Rik
Slc30a1	Slc30a1
Rd3	Rd3
Gm26670	Gm26670
Traf5	Traf5
Gm26879	Gm26879
Rcor3	Rcor3
Gm10516	Gm10516
Kcnh1	Kcnh1
Hhat	Hhat
1700065J18Rik	1700065J18Rik
Sertad4	Sertad4
Gm15867	Gm15867
Syt14	Syt14
Gm31406	Gm31406
Diexf	Diexf
Irf6	Irf6
A130010J15Rik	A130010J15Rik
Traf3ip3	Traf3ip3
Gm15872	Gm15872
4930570N18Rik	4930570N18Rik
Lamb3	Lamb3
Hsd11b1	Hsd11b1
G0s2	G0s2
Gm37650	Gm37650
Camk1g	Camk1g
4631405K08Rik	4631405K08Rik
4930503O07Rik	4930503O07Rik
Plxna2	Plxna2
Cd34	Cd34
Gm16897	Gm16897
Gm32250	Gm32250
Gm37027	Gm37027
Cd46	Cd46
Cr1l	Cr1l
Cr2	Cr2
Fam171a1	Fam171a1
Nmt2	Nmt2
Rpp38	Rpp38
Acbd7	Acbd7
Olah	Olah
Meig1	Meig1
Dclre1c	Dclre1c
Suv39h2	Suv39h2
Gm13184	Gm13184
Hspa14	Hspa14
Cdnf	Cdnf
Fam107b	Fam107b
Gm13185	Gm13185
Gm13180	Gm13180
Gm13191	Gm13191
Frmd4a	Frmd4a
1700080N15Rik	1700080N15Rik
Gm13189	Gm13189
Gm13175	Gm13175
Gm13179	Gm13179
Prpf18	Prpf18
Bend7	Bend7
Sephs1	Sephs1
Phyh	Phyh
Ucma	Ucma
Mcm10	Mcm10
Optn	Optn
4930551O13Rik	4930551O13Rik
Gm26776	Gm26776
Ccdc3	Ccdc3
Camk1d	Camk1d
Cdc123	Cdc123
Nudt5	Nudt5
Gm13199	Gm13199
Sec61a2	Sec61a2
Gm13267	Gm13267
Dhtkd1	Dhtkd1
Upf2	Upf2
Proser2	Proser2
Gm10857	Gm10857
Echdc3	Echdc3
A230108P19Rik	A230108P19Rik
Gm13383	Gm13383
Usp6nl	Usp6nl
Gm13388	Gm13388
Gm13391	Gm13391
Celf2	Celf2
Gm13389	Gm13389
Gm26565	Gm26565
Gm28641	Gm28641
Gm13211	Gm13211
1700061F12Rik	1700061F12Rik
Gm13219	Gm13219
Gm13218	Gm13218
Gata3	Gata3
Gm13256	Gm13256
4930412O13Rik	4930412O13Rik
9230102O04Rik	9230102O04Rik
Gm13262	Gm13262
Taf3	Taf3
Atp5c1	Atp5c1
Kin	Kin
Itih2	Itih2
Itih5	Itih5
Sfmbt2	Sfmbt2
Gm13264	Gm13264
Prkcq	Prkcq
Gm38171	Gm38171
8030442B05Rik	8030442B05Rik
Gm13293	Gm13293
Gm13291	Gm13291
Pfkfb3	Pfkfb3
Gm10851	Gm10851
Rbm17	Rbm17
Gm17490	Gm17490
Il2ra	Il2ra
Il15ra	Il15ra
Fbxo18	Fbxo18
Ankrd16	Ankrd16
Itga8	Itga8
E030013I19Rik	E030013I19Rik
Fam188a	Fam188a
Gm37565	Gm37565
Pter	Pter
C1ql3	C1ql3
Rsu1	Rsu1
Cubn	Cubn
Trdmt1	Trdmt1
Vim	Vim
St8sia6	St8sia6
Gm37126	Gm37126
Hacd1	Hacd1
Stam	Stam
Tmem236	Tmem236
Mrc1	Mrc1
Slc39a12	Slc39a12
Cacnb2	Cacnb2
Gm10848	Gm10848
Gm13269	Gm13269
Nsun6	Nsun6
Arl5b	Arl5b
Malrd1	Malrd1
Plxdc2	Plxdc2
Gm13322	Gm13322
Nebl	Nebl
Gm13324	Gm13324
H2afb1	H2afb1
A930004D18Rik	A930004D18Rik
Gm13330	Gm13330
Skida1	Skida1
Mllt10	Mllt10
Dnajc1	Dnajc1
Commd3	Commd3
Bmi1	Bmi1
Spag6	Spag6
Carlr	Carlr
Pip4k2a	Pip4k2a
4930426L09Rik	4930426L09Rik
Armc3	Armc3
4930447M23Rik	4930447M23Rik
Msrb2	Msrb2
Gm13344	Gm13344
Ptf1aos	Ptf1aos
Ptf1a	Ptf1a
4921504E06Rik	4921504E06Rik
Gm13348	Gm13348
Otud1	Otud1
Gm13346	Gm13346
Etl4	Etl4
Gm17171	Gm17171
Gm13335	Gm13335
Gm13362	Gm13362
Arhgap21	Arhgap21
Gm13375	Gm13375
Gm13376	Gm13376
Enkur	Enkur
Thnsl1	Thnsl1
Gm13327	Gm13327
Gpr158	Gpr158
Myo3a	Myo3a
Gad2	Gad2
1700092C17Rik	1700092C17Rik
Apbb1ip	Apbb1ip
Pdss1	Pdss1
Abi1	Abi1
Acbd5	Acbd5
Mastl	Mastl
Yme1l1	Yme1l1
4931423N10Rik	4931423N10Rik
Nxph2	Nxph2
Spopl	Spopl
Hnmt	Hnmt
Tbpl2	Tbpl2
Il1f8	Il1f8
Il1f9	Il1f9
Il1f6	Il1f6
Il1f5	Il1f5
Il1f10	Il1f10
Gm13411	Gm13411
Il1rn	Il1rn
Psd4	Psd4
Pax8	Pax8
Gm13417	Gm13417
Cacna1b	Cacna1b
Ehmt1	Ehmt1
Arrdc1	Arrdc1
Zmynd19	Zmynd19
Dph7	Dph7
Mrpl41	Mrpl41
Pnpla7	Pnpla7
Nsmf	Nsmf
Entpd8	Entpd8
Noxa1	Noxa1
Gm13387	Gm13387
Nrarp	Nrarp
Gm38287	Gm38287
Tor4a	Tor4a
Nelfb	Nelfb
4933433C11Rik	4933433C11Rik
Fam166a	Fam166a
Tubb4b	Tubb4b
Slc34a3	Slc34a3
Rnf224	Rnf224
Cysrt1	Cysrt1
Rnf208	Rnf208
Ndor1	Ndor1
Tmem203	Tmem203
Tprn	Tprn
Ssna1	Ssna1
Anapc2	Anapc2
Tmem210	Tmem210
Lrrc26	Lrrc26
Grin1	Grin1
Grin1os	Grin1os
AA543186	AA543186
Man1b1	Man1b1
Dpp7	Dpp7
Uap1l1	Uap1l1
Sapcd2	Sapcd2
Entpd2	Entpd2
Npdc1	Npdc1
Fut7	Fut7
Abca2	Abca2
BC029214	BC029214
Clic3	Clic3
Ptgds	Ptgds
Lcn12	Lcn12
C8g	C8g
Fbxw5	Fbxw5
Traf2	Traf2
Edf1	Edf1
Mamdc4	Mamdc4
Phpt1	Phpt1
Gm996	Gm996
Gm26702	Gm26702
Rabl6	Rabl6
Fcnaos	Fcnaos
Ccdc183	Ccdc183
Tmem141	Tmem141
Fcna	Fcna
Lcn8	Lcn8
Lcn5	Lcn5
Lcn6	Lcn6
Lcn10	Lcn10
Obp2a	Obp2a
A230005M16Rik	A230005M16Rik
Bmyc	Bmyc
Obp2b	Obp2b
Lcn3	Lcn3
Lcn11	Lcn11
Gm13539	Gm13539
Glt6d1	Glt6d1
Lcn9	Lcn9
Sohlh1	Sohlh1
Kcnt1	Kcnt1
Camsap1	Camsap1
Ubac1	Ubac1
Nacc2	Nacc2
Gm13554	Gm13554
C330006A16Rik	C330006A16Rik
1810012K08Rik	1810012K08Rik
Gm13553	Gm13553
Lhx3	Lhx3
Gm27196	Gm27196
Qsox2	Qsox2
C030048H21Rik	C030048H21Rik
Ccdc187	Ccdc187
Gpsm1	Gpsm1
Dnlz	Dnlz
Card9	Card9
Snapc4	Snapc4
Gm13563	Gm13563
Sdccag3	Sdccag3
Pmpca	Pmpca
Inpp5e	Inpp5e
Sec16a	Sec16a
Notch1	Notch1
Egfl7	Egfl7
Gm20532	Gm20532
Agpat2	Agpat2
Fam69b	Fam69b
Snhg7os	Snhg7os
Lcn4	Lcn4
Abo	Abo
Surf6	Surf6
Med22	Med22
Rpl7a	Rpl7a
Surf1	Surf1
Surf2	Surf2
Surf4	Surf4
Stkld1	Stkld1
Rexo4	Rexo4
Adamts13	Adamts13
Cacfd1	Cacfd1
Slc2a6	Slc2a6
Gm13398	Gm13398
Tmem8c	Tmem8c
Adamtsl2	Adamtsl2
Fam163b	Fam163b
Dbhos	Dbhos
Dbh	Dbh
Sardh	Sardh
Sardhos	Sardhos
Vav2	Vav2
AA645442	AA645442
Brd3	Brd3
Wdr5	Wdr5
Rxra	Rxra
Col5a1	Col5a1
Fcnb	Fcnb
Gm13371	Gm13371
F730016J06Rik	F730016J06Rik
Olfm1	Olfm1
Gm13373	Gm13373
Ppp1r26	Ppp1r26
1700007K13Rik	1700007K13Rik
Mrps2	Mrps2
Gbgt1	Gbgt1
Gm10134	Gm10134
Ralgds	Ralgds
Cel	Cel
Gm13381	Gm13381
Gtf3c5	Gtf3c5
Gfi1b	Gfi1b
Tsc1	Tsc1
1700026L06Rik	1700026L06Rik
Ak8	Ak8
Gtf3c4	Gtf3c4
Ddx31	Ddx31
Barhl1	Barhl1
Cfap77	Cfap77
Ttf1	Ttf1
Gm13393	Gm13393
Setx	Setx
Ntng2	Ntng2
Med27	Med27
Gm13402	Gm13402
Rapgef1	Rapgef1
Gm13420	Gm13420
Gm13547	Gm13547
Trub2	Trub2
Coq4	Coq4
Slc27a4	Slc27a4
Urm1	Urm1
2600006K01Rik	2600006K01Rik
Cercam	Cercam
Odf2	Odf2
Gle1	Gle1
Sptan1	Sptan1
Wdr34	Wdr34
Set	Set
Pkn3	Pkn3
Zdhhc12	Zdhhc12
Zer1	Zer1
Tbc1d13	Tbc1d13
Endog	Endog
D2Wsu81e	D2Wsu81e
Ccbl1	Ccbl1
1700084E18Rik	1700084E18Rik
Lrrc8a	Lrrc8a
Gm28035	Gm28035
Phyhd1	Phyhd1
Gm28038	Gm28038
Dolk	Dolk
Nup188	Nup188
Sh3glb2	Sh3glb2
Fam73b	Fam73b
Dolpp1	Dolpp1
Crat	Crat
Gm16323	Gm16323
Ppp2r4	Ppp2r4
Ier5l	Ier5l
Gm14487	Gm14487
Cstad	Cstad
9330198N18Rik	9330198N18Rik
Gm14486	Gm14486
1700001O22Rik	1700001O22Rik
4930527E20Rik	4930527E20Rik
Ntmt1	Ntmt1
Asb6	Asb6
Prrx2	Prrx2
Ptges	Ptges
Tor1b	Tor1b
Tor1a	Tor1a
BC005624	BC005624
Usp20	Usp20
Fnbp1	Fnbp1
Gpr107	Gpr107
Gm13405	Gm13405
Ncs1	Ncs1
Hmcn2	Hmcn2
Ass1	Ass1
Fubp3	Fubp3
Gm13425	Gm13425
Prdm12	Prdm12
Exosc2	Exosc2
Gm13427	Gm13427
Abl1	Abl1
Qrfp	Qrfp
Fibcd1	Fibcd1
Gm13441	Gm13441
Lamc3	Lamc3
Aif1l	Aif1l
Gm13442	Gm13442
Nup214	Nup214
Gm13609	Gm13609
Fam78a	Fam78a
Plpp7	Plpp7
Prrc2b	Prrc2b
Gm13610	Gm13610
Pomt1	Pomt1
Uck1	Uck1
Swi5	Swi5
Golga2	Golga2
Dnm1	Dnm1
Ciz1	Ciz1
1110008P14Rik	1110008P14Rik
Lcn2	Lcn2
Ptges2	Ptges2
Slc25a25	Slc25a25
Naif1	Naif1
Gm13412	Gm13412
Fam102a	Fam102a
Dpm2	Dpm2
9430097D07Rik	9430097D07Rik
Pip5kl1	Pip5kl1
St6galnac4	St6galnac4
St6galnac6	St6galnac6
Ak1	Ak1
Eng	Eng
Fpgs	Fpgs
Cdk9	Cdk9
Sh2d3c	Sh2d3c
6330409D20Rik	6330409D20Rik
Ttc16	Ttc16
Tor2a	Tor2a
Ptrh1	Ptrh1
Cfap157	Cfap157
Stxbp1	Stxbp1
Gm13524	Gm13524
Gm13523	Gm13523
Fam129b	Fam129b
Lrsam1	Lrsam1
Rpl12	Rpl12
Slc2a8	Slc2a8
Garnl3	Garnl3
Ralgps1	Ralgps1
Gm13528	Gm13528
Angptl2	Angptl2
Zbtb34	Zbtb34
Gm13536	Gm13536
Zbtb43	Zbtb43
Gm13530	Gm13530
Lmx1b	Lmx1b
C130021I20Rik	C130021I20Rik
9430024E24Rik	9430024E24Rik
Mvb12b	Mvb12b
Nron	Nron
Gm13403	Gm13403
Gm13404	Gm13404
C230014O12Rik	C230014O12Rik
Gm38389	Gm38389
Pbx3	Pbx3
C79798	C79798
Mapkap1	Mapkap1
Gapvd1	Gapvd1
Hspa5	Hspa5
Rabepk	Rabepk
Fbxw2	Fbxw2
Psmd5	Psmd5
Cutal	Cutal
Phf19	Phf19
Traf1	Traf1
Hc	Hc
Gm13449	Gm13449
AI182371	AI182371
Cntrl	Cntrl
Rab14	Rab14
Gm13605	Gm13605
Gsn	Gsn
Stom	Stom
4930568D16Rik	4930568D16Rik
4930402F06Rik	4930402F06Rik
Ggta1	Ggta1
Gm35202	Gm35202
Dab2ip	Dab2ip
Ttll11	Ttll11
9030204H09Rik	9030204H09Rik
Ndufa8	Ndufa8
Morn5	Morn5
Lhx6	Lhx6
Rbm18	Rbm18
Mrrf	Mrrf
Gm13431	Gm13431
Ptgs1	Ptgs1
Olfr338	Olfr338
Olfr339	Olfr339
Olfr340	Olfr340
Olfr341	Olfr341
Olfr342	Olfr342
Olfr344	Olfr344
Olfr345	Olfr345
Olfr346	Olfr346
Olfr347	Olfr347
Olfr348	Olfr348
Olfr50	Olfr50
Olfr3	Olfr3
Olfr350	Olfr350
Olfr351	Olfr351
Olfr352	Olfr352
Olfr353	Olfr353
Olfr354	Olfr354
Olfr355	Olfr355
Olfr356	Olfr356
Olfr357	Olfr357
Olfr358	Olfr358
